"pwsid","gw_sw_code","primary_source_code","first_reported_date","years_operating","owner_type","primacy_type","is_grant_eligible_ind","is_wholesaler_ind","is_school_or_daycare_ind","source_water_protection_code","phone_number","lead_and_copper_rule_healthbased_5yr","radionuclides_and_revised_rad_rule_healthbased_5yr","groundwater_rule_healthbased_5yr","surface_water_treatment_rules_healthbased_5yr","total_coliform_rules_healthbased_5yr","inorganic_chemicals_healthbased_5yr","stage_1_disinfectants_and_byproducts_rule_healthbased_5yr","stage_2_disinfectants_and_byproducts_rule_healthbased_5yr","synthetic_organic_chemicals_healthbased_5yr","volatile_organic_chemicals_healthbased_5yr","health_viols_5yr","paperwork_viols_5yr","total_viols_5yr","lead_and_copper_rule_healthbased_10yr","radionuclides_and_revised_rad_rule_healthbased_10yr","groundwater_rule_healthbased_10yr","surface_water_treatment_rules_healthbased_10yr","total_coliform_rules_healthbased_10yr","inorganic_chemicals_healthbased_10yr","stage_1_disinfectants_and_byproducts_rule_healthbased_10yr","stage_2_disinfectants_and_byproducts_rule_healthbased_10yr","synthetic_organic_chemicals_healthbased_10yr","volatile_organic_chemicals_healthbased_10yr","health_viols_10yr","paperwork_viols_10yr","total_viols_10yr","violations_all_years","open_health_viol"
"VT0005079","Surface Water","SWP","1981-07-23",45,"Local","State","Yes","Yes","No","No","(802) 893-6655",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,4,"No"
"VT0005083","Surface Water","SWP","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 559-2834",1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,2,13,"Yes"
"VT0005084","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 598-4539",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,13,"No"
"VT0005086","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(917) 520-9822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,31,"No"
"VT0005087","Surface Water","SWP","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 355-1620",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,"No"
"VT0005089","Surface Water","SWP","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 862-7386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,19,"No"
"VT0005090","Groundwater","GW","1983-01-28",43,"Local","State","Yes","No","No","No","(802) 860-4990",0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,4,18,"No"
"VT0005091","Surface Water","SWP","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 864-7454",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,"No"
"VT0005092","Surface Water","SW","1981-06-18",45,"Local","State","Yes","Yes","No","No","(802) 233-6909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,"No"
"VT0005093","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 324-2894",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,16,"No"
"VT0005094","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 238-7692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,"No"
"VT0005095","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 777-5704",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,29,"No"
"VT0005096","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 363-8898",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,7,"No"
"VT0005098","Surface Water","SWP","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 878-1239",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,"No"
"VT0005100","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 879-8129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"No"
"VT0005102","Surface Water","SWP","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 540-5122",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,"No"
"VT0005104","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 274-4390",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,3,26,"No"
"VT0005105","Surface Water","SW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 723-4405",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,4,"No"
"VT0005106","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 266-3370",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,49,"No"
"VT0005107","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 266-3036",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,23,23,31,"No"
"VT0005110","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 467-8849",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,48,"No"
"VT0005111","Groundwater","GWP","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 745-8163",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,6,186,"No"
"VT0005112","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 892-7769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,"No"
"VT0005113","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 229-8365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,21,"No"
"VT0005114","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 827-3289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,"No"
"VT0005115","Surface Water","GU","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 738-4007",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,39,40,84,"No"
"VT0005116","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 933-4443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"No"
"VT0005117","Groundwater","GW","1981-06-18",45,"Local","State","Yes","No","No","No","(903) 946-2947",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,3,12,"No"
"VT0005118","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 249-9572",1,0,0,0,0,0,0,0,0,0,1,5,6,1,0,0,0,0,0,0,0,0,0,1,29,30,185,"No"
"VT0005119","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 782-5313",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,7,41,"No"
"VT0005120","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","No Information",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,104,"No"
"VT0005121","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 734-2529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,"No"
"VT0005125","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(617) 548-3566",1,0,0,0,0,0,0,0,0,0,1,3,4,1,0,0,0,0,0,0,0,0,0,1,4,5,28,"Yes"
"VT0005126","Surface Water","SW","1981-06-18",45,"Local","State","Yes","No","No","No","(802) 848-7751",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,1,3,65,"No"
"VT0005127","Groundwater","GW","1982-01-29",44,"Local","State","Yes","No","No","No","(802) 933-2524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,69,"No"
"VT0005130","Surface Water","SW","1981-06-18",45,"Local","State","Yes","No","No","No","(802) 309-1815",1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,13,"Yes"
"VT0005132","Surface Water","SW","1981-06-18",45,"Local","State","Yes","No","No","No","(802) 868-3397",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,11,"No"
"VT0005133","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 782-2735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"No"
"VT0005134","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 370-0303",0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,7,7,29,"No"
"VT0005136","Surface Water","SW","1981-06-18",45,"Local","State","Yes","No","No","No","(802) 796-3939",0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,50,50,100,"No"
"VT0005137","Surface Water","SW","1981-06-18",45,"Local","State","Yes","No","No","No","No Information",0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,4,0,0,8,9,17,71,"No"
"VT0005139","Surface Water","SW","1981-06-18",45,"Local","State","Yes","No","No","No","(802) 372-8380",0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,7,7,10,"No"
"VT0005149","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 644-5145",0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,10,10,26,"No"
"VT0005150","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 598-4985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,"No"
"VT0005151","Surface Water","SW","1981-06-18",45,"Private","State","Yes","No","No","No","(802) 730-2019",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,26,26,37,"No"
"VT0005152","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 793-6318",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,247,"No"
"VT0005153","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 635-7038",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,4,103,"No"
"VT0005154","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 888-2310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,"No"
"VT0005155","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(603) 490-1035",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,104,"No"
"VT0005156","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 635-2611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,"No"
"VT0005158","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 917-2085",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,5,5,60,"No"
"VT0005160","Groundwater","GW","1981-06-18",45,"Local","State","Yes","No","No","No","(802) 888-3348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,32,"No"
"VT0005162","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 651-3000",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,67,"No"
"VT0005163","Groundwater","GW","1981-07-23",45,"Local","State","Yes","Yes","No","No","(802) 253-8770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"No"
"VT0005165","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 253-8610",0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,16,16,73,"No"
"VT0005168","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 730-5384",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,9,"No"
"VT0005169","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 644-2570",3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,3,1,4,73,"No"
"VT0005170","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 222-4315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,"No"
"VT0005171","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 828-6904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,"No"
"VT0005174","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 333-4363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"No"
"VT0005175","Surface Water","GU","1981-06-18",45,"Local","State","Yes","No","No","No","(802) 866-5395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,87,"No"
"VT0005176","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 757-3401",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,48,48,51,"No"
"VT0005177","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(877) 337-7116",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,6,17,"No"
"VT0005179","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 728-5433",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,7,46,"No"
"VT0005180","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 728-4305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,"No"
"VT0005181","Groundwater","GW","1981-06-18",45,"Private","State","Yes","No","No","No","(802) 649-5515",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,5,6,85,"No"
"VT0005182","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 281-9470",0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,14,14,57,"No"
"VT0005184","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 785-2019",1,0,0,0,0,0,0,0,0,0,1,5,6,1,0,0,0,0,0,0,0,0,0,1,16,17,25,"No"
"VT0005185","Groundwater","GW","1981-06-18",45,"Local","State","Yes","No","No","No","(802) 249-3004",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,27,"No"
"VT0005186","Groundwater","GW","1984-01-26",42,"Local","State","Yes","No","No","No","(802) 433-6671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,"No"
"VT0005188","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 755-6141",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,27,"No"
"VT0005189","Surface Water","SW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 238-1433",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,33,"No"
"VT0005190","Groundwater","GW","1981-06-18",45,"Local","State","Yes","No","No","No","(802) 754-6913",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,12,"No"
"VT0005191","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 624-3044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,65,"No"
"VT0005194","Groundwater","GW","1982-01-29",44,"Local","State","Yes","No","No","No","(202) 441-3213",0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,9,9,32,"No"
"VT0005195","Surface Water","SW","1981-07-23",45,"Local","State","Yes","Yes","No","No","(802) 766-5313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,36,"No"
"VT0005198","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 424-5201",0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,48,48,104,"No"
"VT0005199","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 472-5916",1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,4,5,36,"No"
"VT0005200","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 673-4049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,71,"No"
"VT0005201","Groundwater","GW","1984-01-26",42,"Private","State","Yes","No","No","No","(802) 327-2114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,81,"No"
"VT0005202","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 334-2124",1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,23,"No"
"VT0005204","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 334-6442",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,39,"No"
"VT0005205","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 988-4700",0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,19,19,42,"No"
"VT0005206","Groundwater","GW","1981-06-18",45,"Local","State","Yes","No","No","No","(802) 673-9048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,"No"
"VT0005207","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 793-4380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,108,"No"
"VT0005208","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(570) 906-0005",1,0,0,0,0,0,0,0,0,0,1,3,4,1,0,0,0,0,0,0,0,0,0,1,6,7,21,"Yes"
"VT0005211","Groundwater","GW","1981-07-23",45,"Local","State","Yes","Yes","No","No","(802) 247-3311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,"No"
"VT0005212","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 345-0921",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,27,27,42,"No"
"VT0005213","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 558-4041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,15,"No"
"VT0005217","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 353-8787",0,0,0,0,1,0,0,0,0,0,1,14,15,0,0,0,0,2,0,0,0,0,0,2,37,39,64,"No"
"VT0005218","Surface Water","SW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 265-3010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,"No"
"VT0005220","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 779-2126",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,2,20,"No"
"VT0005221","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 353-6592",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,26,"No"
"VT0005225","Groundwater","GW","1981-06-18",45,"Local","State","Yes","No","No","No","(802) 483-6778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,"No"
"VT0005227","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 287-9751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"No"
"VT0005228","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 459-3333",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,24,24,139,"No"
"VT0005229","Surface Water","SW","1981-06-18",45,"Local","State","Yes","Yes","No","No","(802) 773-1813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,"No"
"VT0005237","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 775-6228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,44,"No"
"VT0005238","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 767-3697",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,23,23,84,"No"
"VT0005240","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 453-5100",0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,8,53,61,169,"No"
"VT0005241","Groundwater","GW","1981-06-18",45,"Local","State","Yes","No","No","No","(802) 228-5575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"No"
"VT0005242","Groundwater","GW","1981-07-23",45,"Local","State","Yes","Yes","No","No","(802) 446-2964",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,7,"No"
"VT0005243","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 558-5106",0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,26,26,172,"No"
"VT0005244","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 438-2263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,"No"
"VT0005247","Surface Water","SW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 476-3522",0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,47,47,123,"No"
"VT0005248","Surface Water","GU","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 272-8756",0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,37,37,40,"No"
"VT0005253","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 522-3442",1,0,0,0,0,0,0,0,0,0,1,3,4,1,0,0,0,0,0,0,0,0,0,1,26,27,75,"Yes"
"VT0005254","Surface Water","SW","1981-06-18",45,"Local","State","Yes","No","No","No","(802) 476-0250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"No"
"VT0005255","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 455-8090",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,52,52,210,"No"
"VT0005258","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 522-5230",0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,7,7,58,"No"
"VT0005261","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 563-2279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26,"No"
"VT0005262","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 456-1215",0,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,87,87,101,"No"
"VT0005264","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 455-8090",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,42,42,175,"No"
"VT0005267","Groundwater","GW","1981-07-23",45,"State","State","Yes","No","No","No","(802) 828-3098",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,"No"
"VT0005268","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 496-4760",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,77,"No"
"VT0005269","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 426-3393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,99,"No"
"VT0005272","Surface Water","SW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 223-9508",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,11,"No"
"VT0005275","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 279-1274",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,5,5,12,"No"
"VT0005277","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 454-7173",0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,42,42,48,"No"
"VT0005281","Surface Water","SW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 583-6340",0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,11,11,43,"No"
"VT0005282","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 793-1252",0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,7,7,14,"No"
"VT0005283","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 583-2922",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,12,"No"
"VT0005284","Surface Water","SW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 839-6199",1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,2,52,"Yes"
